id,title,description,product_id,slug,api,ilsac,acea,jaso,oem_sertification,recommendations,pds_url,sds_url,created_at,oil_type_id,product_group_id,viscosity_id,image,application,features_benefits
36,Aminol™ Hydraulic HVLP 46 Zinc Free,"Aminol™ HVLP 46 Zinc Free is a superior hydraulic oil designed to meet the needs of modern, high pressure, industrial and mobile equipment hydraulic systems. It has been formulated from high quality hydro-treated base stocks and specially selected zinc free additives to ensure exceptional protection due to excellent anti-wear performance in severe hydraulic applications.",AL/HF-0030,aminoltm-hydraulic-hvlp-46-zinc-free,Not available,Not available,Not available,Not available,"DIN 51524- 3, ISO 6743/4 (HV), Denison HF-0/HF-1/HF-2, Cincinnati Machine P-70, ISO 11158 (HV), AFNOR NF E 48-603 (HV), SIS SS 155434, SEB 181 222, U.S. Steel 126/127, GM LS-2, JCMAS P041 HK",Not available,,,2025-05-24 08:24:59.826+00,,13,,"","Systems employing multi-metal designs in pumps and other components
Applications where cross-contamination of hydraulic fluids and coolants can occur
High pressure vane, piston and gear pumps
Where small amounts of water are unavoidable
In systems containing gears and bearings
Systems requiring a high degree of load-carrying capability and anti-wear protection","High oxidation resistance and thermal stability 
Exceptional anti-wear properties
Outstanding oil film strength 
Excellent demulsibility characteristics
Fast air release and low foaming
Multi metal compatibility"
35,Aminol™ Hydraulic HVLP 32 Zinc Free,"Aminol™ HVLP 32 Zinc Free is a superior hydraulic oil designed to meet the needs of modern, high pressure, industrial and mobile equipment hydraulic systems. It has been formulated from high quality hydro-treated base stocks and specially selected zinc free additives to ensure exceptional protection due to excellent anti-wear performance in severe hydraulic applications.",AL/HF-0029,aminoltm-hydraulic-hvlp-32-zinc-free,Not available,Not available,Not available,Not available,"DIN 51524- 3, ISO 6743/4 (HV), Denison HF-0/HF-1/HF-2, Cincinnati Machine P-68, ISO 11158 (HV), AFNOR NF E 48-603 (HV), SIS SS 155434, SEB 181 222, U.S. Steel 126/127, GM LS-2, JCMAS P041 HK",Not available,,,2025-05-24 08:24:59.807+00,,13,,"","Systems employing multi-metal designs in pumps and other components
Applications where cross-contamination of hydraulic fluids and coolants can occur
High pressure vane, piston and gear pumps
Where small amounts of water are unavoidable
In systems containing gears and bearings
Systems requiring a high degree of load-carrying capability and anti-wear protection","High oxidation resistance and thermal stability 
Exceptional anti-wear properties
Outstanding oil film strength 
Excellent demulsibility characteristics
Fast air release and low foaming
Multi metal compatibility"
48,Aminol™ Hydraulic Xtreme 32 ULT,"Aminol™ Hydraulic Xtreme 32 ULT is an advanced hydraulic fluid designed for applications subjected to extremely low ambient temperatures, such as Arctic or exposed areas. It consistently delivers high performance even in environments with widely fluctuating temperatures, making it ideal for use in industrial and mobile hydraulic systems operating under heavy load conditions.",AL/HF-0042,aminoltm-hydraulic-xtreme-32-ult,Not available,Not available,Not available,Not available,"DIN 51524-3 (HVLP)​
ISO-L-HV",Not available,,,2025-05-24 08:24:59.934+00,,13,,"","Mobile and industrial equipment operating at extremely low temperatures
Hydraulic systems operating at high pressures and under heavy operating conditions
Vehicles, agricultural, construction, and mining equipment operating in extremely cold environments
Hydraulic servo equipment
Circulation systems","Exceptional anti-wear protection
Outstanding oxidation and thermal stability
Excellent water separability and hydrolytic stability
Great foam and air release performance
Improved rust and corrosion protection"
49,Aminol™ Circulating Oil 32 AW,"Aminol™ Circulating Oil 32 AW is a rust and oxidation inhibited, anti-wear circulating oil developed to provide effective lubrication for friction parts and diverse mechanisms. It is blended with high-quality mineral base oils and a carefully selected additive package to prevent oxidation, corrosion, and wear.",AL/CO-0001,aminoltm-circulating-oil-32-aw,Not available,Not available,Not available,Not available,"DIN 51524/1 (HL)
DIN 51517-2 (CL)
ISO 11158 (HL)
ISO-L-HL",Not available,,,2025-05-24 08:24:59.942+00,,14,,"","Aminol™ Circulating Oil 32 AW is a multipurpose oil suitable for lubricating assembly blocks in machines and devices that don't require extreme pressure properties. It's also ideal for moderately loaded gears, gear couplings, hydraulic pumps, and various bearings, including high-temperature paper machine bearings, where EP properties are not needed","Excellent oxidation and thermal stability
Outstanding anti-wear characteristics
Remarkable water-separating properties
Exceptional foam resistance
Effective protection against rust and corrosion"
51,Aminol™ Circulating Oil 68 AW,"Aminol™ Circulating Oil 68 AW is a rust and oxidation inhibited, anti-wear circulating oil developed to provide effective lubrication for friction parts and diverse mechanisms. It is blended with high-quality mineral base oils and a carefully selected additive package to prevent oxidation, corrosion, and wear.",AL/CO-0003,aminoltm-circulating-oil-68-aw,Not available,Not available,Not available,Not available,"DIN 51524/1 (HL)
DIN 51517-2 (CL)
ISO 11158 (HL)
ISO-L-HL",Not available,,,2025-05-24 08:24:59.962+00,,14,,"","Aminol™ Circulating Oil 32 AW is a multipurpose oil suitable for lubricating assembly blocks in machines and devices that don't require extreme pressure properties. It's also ideal for moderately loaded gears, gear couplings, hydraulic pumps, and various bearings, including high-temperature paper machine bearings, where EP properties are not needed","Excellent oxidation and thermal stability
Outstanding anti-wear characteristics
Remarkable water-separating properties
Exceptional foam resistance
Effective protection against rust and corrosion"
60,Aminol™ Circulating Oil 220 RM,"Aminol™ Circulating Oil 220 RM is a high-performance lubricant engineered to offer exceptional protection in demanding industrial bearing and circulating applications, notably in challenging environments like 'No-Twist' Rod Mill Systems. It's formulated with high-quality base stocks and specially chosen additives to provide outstanding antiwear and antioxidant properties",AL/CO-0012,aminoltm-circulating-oil-220-rm,Not available,Not available,Not available,Not available,"Danieli 0.000.001 Type 21
Morgan No-Twist Mill (Spec MMC40003)
DIN 51524 Part 1 & 2
ISO 11158 HL & HM
Schuler Pressen DT 55055 01.2015",Not available,,,2025-05-24 08:25:00.046+00,,14,,"","No Twist Rod Mills
General industrial bearing and circulating systems
Enclosed industrial gear systems","Excellent protection for lubricated components
Ensures a robust lubricating film
Maximizes efficiency of the water removal system
Minimizes the risk of unscheduled maintenance
Extends the life of the oil charge, prolonging re-lubrication intervals"
62,Aminol™ Circulating Oil 460 RM,"Aminol™ Circulating Oil 460 RM is a high-performance lubricant engineered to offer exceptional protection in demanding industrial bearing and circulating applications, notably in challenging environments like 'No-Twist' Rod Mill Systems. It's formulated with high-quality base stocks and specially chosen additives to provide outstanding antiwear and antioxidant properties",AL/CO-0014,aminoltm-circulating-oil-460-rm,Not available,Not available,Not available,Not available,"Danieli 0.000.001 Type 21
Morgan No-Twist Mill (Spec MMC40003)
DIN 51524 Part 1 & 2
ISO 11158 HL & HM
Schuler Pressen DT 55055 01.2017",Not available,,,2025-05-24 08:25:00.057+00,,14,,"","No Twist Rod Mills
General industrial bearing and circulating systems
Enclosed industrial gear systems","Excellent protection for lubricated components
Ensures a robust lubricating film
Maximizes efficiency of the water removal system
Minimizes the risk of unscheduled maintenance
Extends the life of the oil charge, prolonging re-lubrication intervals"
92,Aminol™ Nauta C70,"Aminol™ Nauta C70 is an exceptional marine cylinder oil developed for contemporary low-speed crosshead diesel engines running on residual fuels with sulfur content exceeding 1%. It has specifically been engineered to meet the demands of diesel engines operating under elevated pressures, temperatures, and longer stroke conditions.",AL/MO-0004,aminoltm-nauta-c70,Not available,Not available,Not available,Not available,"MAN ES
WinGD
J-ENG",Not available,,,2025-05-24 08:25:00.271+00,,15,,"",Aminol™ Nauta C70 is recommended for all 2-stroke engines running on high-sulfur residual fuels. It can also serve as an alternative to lower BN products when using fuels compliant with IMO 2020 regulations.,"Excellent acid neutralization extends component lifespan.
Superior cleaning reduces deposits on critical engine parts.
Improved wear resistance lowers maintenance costs.
Compatible with common seal materials."
263,Aminol™ Nauta S20,"Aminol™ Nauta S20 is a premium-quality system (crankcase) oil specifically designed for lubricating modern slow-speed 2-stroke crosshead diesel engines. It has been formulated from carefully selected base oils using the latest additive technology to provide excellent thermal stability, oxidation resistance, and improved anti-wear properties.",AL/MO-0007,aminoltm-nauta-s20,Not available,Not available,Not available,Not available,"MAN
WinGD
J-ENG",Not available,,,2025-05-27 07:54:41.766098+00,,,,"","Aminol™  Nauta S20 is recommended for lubricating the crankshaft, oil-cooled pistons, and shaft bearings of 2-stroke engines. It is also suitable for use in intermediate and tail shaft stern tube bearings.","Demonstrates excellent thermal and oxidation stability, complemented by effective detergency.
Extends oil life through efficient water-separation properties.
Exhibits superb antirust and anti-corrosive capabilities.
Provides reliable wear protection."
76,Aminol™ Gear Oil CLP 150,"Aminol™ Gear Oil CLP 150 is a premium quality industrial gear oil with outstanding extreme pressure characteristics, made of carefully selected base stocks and the latest sulfur phosphorus additives. Its special active substance combination offers excellent load carrying capacity and micro-pitting performance providing long component life even under shock loading conditions.",AL/GO-0004,aminoltm-gear-oil-clp-150,Not available,Not available,Not available,Not available,"AIST 224
David Brown S1.53.101(E)
AGMA 9005-E02
DIN51517-3 (CLP)
ISO 12925-1 Type CKC",Not available,,,2025-05-24 08:25:00.138+00,,19,6,"","Aminol™ Gear Oil CLP 150 is recommended for industrial applications operating under heavy duty conditions such as heavy loading, slow speed, shock loads and in wide extremes of temperature. This includes, but is not limited to, enclosed industrial spur, bevel, herringbone, helical and epicyclic gears, chain drives, sprockets and most metal-on-metal systems requiring extreme-pressure lubricant.","Outstanding wear protection 
Exceptional sludge and deposit control
Low tendency to foam
Excellent anti-corrosion properties
High pressure-absorption capability
Extended equipment life
Better compatibility with seal materials"
264,Aminol™ Nauta S30,"Aminol™ Nauta S30 is a premium-quality system (crankcase) oil specifically designed for lubricating modern slow-speed 2-stroke crosshead diesel engines. It has been formulated from carefully selected base oils using the latest additive technology to provide excellent thermal stability, oxidation resistance, and improved anti-wear properties.",AL/MO-0008,aminoltm-nauta-s30,Not available,Not available,Not available,Not available,"MAN
WinGD
J-ENG",Not available,,,2025-05-27 07:54:41.780752+00,,,,"","Aminol™  Nauta S30 is recommended for lubricating the crankshaft, oil-cooled pistons, and shaft bearings of 2-stroke engines. It is also suitable for use in intermediate and tail shaft stern tube bearings.","Demonstrates excellent thermal and oxidation stability, complemented by effective detergency.
Extends oil life through efficient water-separation properties.
Exhibits superb antirust and anti-corrosive capabilities.
Provides reliable wear protection."
